Betweenness centrality oscillation,Alter Nudges,Closeness centrality,Messages sent,Reach forward 1,avg sentiment,Betweenness centrality,Alter ART [h],Degree centrality,most common words (influence),avg complexity,total influence,Messages received,Messages total,Contribution index,Ego ART [h],avg emotionality,average influence per message,Contribution index oscillation,Ego Nudges,messages sent (influence),most influential words,Community,Uuid,Name,Starttime,Endtime
0,,0.009180408134715932,5,2,0.35686801831289283,418.0,,2.0,,7.409572259304667,0.0,0,5,1.0,,0.3851827436469525,0.0,0,,5,,29,1299302,leigh123linux,1970-01-01T01:00:00.000+01:00,2018-09-08T20:28:13.000+02:00
0,,0.0019011406844106464,1,0,0.5,0.0,,1.0,,0.0,,1,2,0.0,,0.5,,0,,,,108,58227893,puckboy18,1970-01-01T01:00:00.000+01:00,2019-11-27T02:28:33.000+01:00
0,,0.0092048742000526,4,0,0.556760751603543,6.628968253968254,,4.0,,5.6742247855562455,,14,18,-0.5555555555555556,,0.2823842987216805,,0,,,,11,29358909,l00k,1970-01-01T01:00:00.000+01:00,2019-11-01T18:01:31.000+01:00
0,,0.009200841219768665,4,1,0.43193681379549437,25.133333333333333,,3.0,,6.148632216921352,0.0,5,9,-0.1111111111111111,,0.24579741061111618,0.0,1,,3,,15,1728046,attila123,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:44.000+01:00
0,,0.00919793966151582,3,0,0.6759573633125113,0.0,,2.0,,7.036555719281498,,7,10,-0.4,,0.281771239657224,,0,,,,20,42295893,fluntelion,1970-01-01T01:00:00.000+01:00,2019-11-14T18:48:17.000+01:00
0,,0.0019011406844106464,1,0,0.5,0.0,,1.0,,0.0,,1,2,0.0,,0.5,,0,,,,325,44813025,JiPRA,1970-01-01T01:00:00.000+01:00,2019-10-15T00:02:56.000+02:00
0,,0.009224443897810733,4,0,0.27823734047831356,0.0,,2.0,,5.834813239482518,,6,10,-0.2,,0.32454801418411283,,0,,,,126,37744796,joshbowyer,1970-01-01T01:00:00.000+01:00,2018-08-25T04:50:13.000+02:00
0,,0.0019047619047619048,1,1,0.1576632362956131,0.0,,1.0,,5.2401744754653965,0.0,0,1,1.0,,0.20690588207845895,0.0,0,,1,,41,3899037,odelucca,1970-01-01T01:00:00.000+01:00,2019-11-18T19:27:27.000+01:00
0,,0.009199873830301755,2,1,0.8881142737608099,834.0,,2.0,,6.892880335838011,0.0,2,4,0.0,,0.22841499445432897,0.0,0,,1,,65,13122119,okaestne,1970-01-01T01:00:00.000+01:00,2019-11-18T19:27:28.000+01:00
0,,0.009236453201970444,5,0,0.4791726361534874,0.0,,4.0,,6.572179045877629,,10,15,-0.3333333333333333,,0.26532382062373927,,0,,,,278,1409227,faneca,1970-01-01T01:00:00.000+01:00,2017-05-21T07:38:44.000+02:00
4,2.0,0.009209233791748527,52,4,0.38549055253512354,480.9707822905085,131.16722222222222,5.0,,5.377103938935065,0.0,47,99,0.050505050505050504,,0.25415043069030263,0.0,4,,19,,17,24316220,Hultan,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
0,,0.0019011406844106464,3,0,0.5,0.0,,1.0,,0.0,,3,6,0.0,,0.0,,0,,,,332,21991448,Hilyxx,1970-01-01T01:00:00.000+01:00,2018-11-05T03:22:02.000+01:00
0,,0.009195362034539531,4,0,0.42975253907497796,0.0,,2.0,,6.008908133007014,,7,11,-0.2727272727272727,,0.24013536252220094,,0,,,,158,4862240,sn0w75,1970-01-01T01:00:00.000+01:00,2018-08-25T04:36:44.000+02:00
0,,0.009234666056885542,4,2,0.960368975276594,0.0,,3.0,,3.679709494026042,0.0,2,6,0.3333333333333333,,0.4255584170048452,0.0,2,,1,,200,3640624,zablotski,1970-01-01T01:00:00.000+01:00,2019-12-03T19:04:12.000+01:00
0,,0.0019011406844106464,1,0,0.5,0.0,,1.0,,0.0,,1,2,0.0,,0.5,,0,,,,71,51687690,BrokenBranch,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
0,,0.009169344697498952,11,0,0.15636467820247565,0.0,,2.0,,5.859512392299193,,15,26,-0.15384615384615385,,0.2422420906228756,,0,,,,90,12024557,vertigo220,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:44.000+01:00
0,,0.009208103130755065,5,0,0.49507044637183717,0.0,,3.0,,6.430374729081784,,11,16,-0.375,,0.21818333303609622,,0,,,,270,17432947,olimexsmart,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
5,2.0,0.009252894834240999,53,1,0.4991663077934991,81.00334110338892,122.90861111111111,9.0,,6.654062331319678,0.0,75,128,-0.171875,,0.26287139688701483,0.0,3,,2,,139,20382553,andreevlex,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:44.000+01:00
0,,0.009225416461657412,6,0,0.4015248312954386,1251.0,,5.0,,6.2013665948080945,,17,23,-0.4782608695652174,,0.24317365198035845,,0,,,,14,4542575,admzzz,1970-01-01T01:00:00.000+01:00,2017-07-03T09:46:24.000+02:00
9,,0.009260075844430726,82,7,0.5606159194683419,224.2678674613574,,10.0,,6.2709023459615425,0.0,93,175,-0.06285714285714286,,0.29025817734702963,0.0,13,,10,,232,3139729,cardsurf,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
0,,0.009114741575374572,1,1,0.41906512971435267,0.0,,1.0,,6.852414862654745,0.0,0,1,1.0,,0.23069508571312616,0.0,0,,1,,7,3686462,jumpy88,1970-01-01T01:00:00.000+01:00,2018-10-14T02:30:57.000+02:00
0,,0.009225578575570667,2,0,0.08072119200928889,0.0,,3.0,,5.122517629912972,,4,6,-0.3333333333333333,,0.19825348062631604,,0,,,,260,28816690,codeitlikemiley,1970-01-01T01:00:00.000+01:00,2018-08-14T18:21:00.000+02:00
0,,0.009201324990798674,1,0,0.5,3.188596345175293,,3.0,,0.0,,3,4,-0.5,,0.5,,0,,,,265,7072295,alicavus,1970-01-01T01:00:00.000+01:00,2019-08-24T23:18:34.000+02:00
0,,0.009230282358732727,3,1,0.5327167758977128,0.0,,2.0,api-key; screen-shot; applet; testing; ,6.796244389039016,0.08534603706103332,3,6,0.0,,0.2936016320673648,0.08534603706103332,0,,1,applet; ,324,13511120,BrainAxe,1970-01-01T01:00:00.000+01:00,2017-05-19T12:17:23.000+02:00
0,,0.009198261966500806,8,1,0.4983036794389057,0.0,,2.0,,5.864559799629197,0.0,4,12,0.3333333333333333,,0.27864656966671264,0.0,0,,5,,57,4586381,acornforth,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
0,,0.009229957805907173,4,1,0.16908057085831796,0.0,,2.0,,6.120562655738665,0.0,4,8,0.0,,0.19643023479976268,0.0,1,,1,,130,1509924,SamBurgos,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
0,,0.009204712812960236,3,0,0.9705175107768949,0.0,,3.0,,7.0541208740598265,,5,8,-0.25,,0.25275421141207643,,0,,,,64,45595797,glasolin,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
0,,0.009225578575570667,1,0,0.5,0.0,,3.0,,0.0,,5,6,-0.6666666666666666,,0.5,,0,,,,6,40133136,JohannPopper,1970-01-01T01:00:00.000+01:00,2018-08-30T07:34:39.000+02:00
0,,0.009225902820490291,12,0,0.49610324121724214,78.67912087912084,,3.0,,5.891955220910227,,20,32,-0.25,,0.2614635544817217,,0,,,,230,13560529,gaya4,1970-01-01T01:00:00.000+01:00,2019-02-15T21:05:47.000+01:00
0,,0.009229957805907173,1,1,0.7750365465907276,0.0,,1.0,work; day; ,4.385081362471718,0.02228122272172472,0,1,1.0,,0.29006814016622495,0.02228122272172472,0,,1,work; ,0,159514,jtsagata,1970-01-01T01:00:00.000+01:00,2017-08-17T10:58:06.000+02:00
0,,0.009067357512953367,1,1,0.5018144784914059,0.0,,1.0,,8.137692625736952,0.0,0,1,1.0,,0.19141753464368247,0.0,0,,1,,31,21334396,My-Random-Thoughts,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
0,,0.009187477031307421,1,1,0.40615411107574123,0.0,,1.0,,4.8657532854950984,0.0,0,1,1.0,,0.3142489868556559,0.0,0,,1,,45,456622,jonbrett,1970-01-01T01:00:00.000+01:00,2017-01-26T12:02:38.000+01:00
0,,0.00922801096815018,4,0,0.5808094501899108,0.0,,3.0,,5.430361455990122,,6,10,-0.2,,0.2399649236978364,,0,,,,76,26556059,ChooChooAl,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
0,,0.009157509157509158,4,1,0.39828968226847494,0.0,,1.0,,6.506398062060357,0.0,0,4,1.0,,0.2956263568158895,0.0,0,,3,,43,6280987,mad73923,1970-01-01T01:00:00.000+01:00,2018-01-30T08:59:15.000+01:00
0,,0.00917415160940831,1,1,0.7406987318527498,0.0,,1.0,,8.840179287897156,0.0,0,1,1.0,,0.23258562940195457,0.0,0,,1,,54,5636689,two-dogs,1970-01-01T01:00:00.000+01:00,2017-08-07T17:21:20.000+02:00
0,,0.009228173173261148,1,0,0.5,0.0,,3.0,,0.0,,6,7,-0.7142857142857143,,0.5,,0,,,,58,15746052,iTestAndroid,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:44.000+01:00
1,,0.009235640777552996,17,1,0.5864277766344717,602.6838217338219,,6.0,,6.239905738278463,0.0,29,46,-0.2608695652173913,,0.2924604290748617,0.0,3,,1,,49,23406555,pyroxar,1970-01-01T01:00:00.000+01:00,2019-05-23T22:53:57.000+02:00
0,,0.0019011406844106464,1,0,0.5,0.0,,1.0,,0.0,,1,2,0.0,,0.5,,0,,,,145,1242535,yupymixss,1970-01-01T01:00:00.000+01:00,2017-09-23T22:55:14.000+02:00
0,,0.009229957805907173,1,1,0.5,0.0,,1.0,,0.0,,0,1,1.0,,0.5,,0,,,,0,12009065,nailfarmer,1970-01-01T01:00:00.000+01:00,2017-08-17T10:58:06.000+02:00
0,,0.009229957805907173,3,1,0.6362250660852906,0.0,,1.0,repo; applet; conjunction; investigation; ,5.613819276797717,0.3696410260599899,0,3,1.0,,0.26358603669259756,0.12321367535332996,0,,3,author; cinnamon; name; applet; ,0,7815220,floriankraft,1970-01-01T01:00:00.000+01:00,2017-08-17T10:58:06.000+02:00
0,,0.0019011406844106464,1,0,0.5,0.0,,1.0,,0.0,,1,2,0.0,,0.5,,0,,,,119,9803224,hugogoncalves77,1970-01-01T01:00:00.000+01:00,2018-09-07T05:06:44.000+02:00
0,,0.009229957805907173,1,1,0.5,0.0,,1.0,,0.0,,0,1,1.0,,0.5,,0,,,,0,1665328,daemonl,1970-01-01T01:00:00.000+01:00,2017-08-17T10:58:06.000+02:00
0,,0.0019011406844106464,1,0,0.5,0.0,,1.0,,0.0,,1,2,0.0,,0.5,,0,,,,249,38138332,rrebollo,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
3,,0.009210687906805383,4,0,0.8751767555832692,7.785315561631352,,4.0,,5.216782835504887,,10,14,-0.42857142857142855,,0.3282814969834288,,0,,,,303,6627267,jgillula,1970-01-01T01:00:00.000+01:00,2019-07-19T18:44:00.000+02:00
3,,0.009254036522597476,21,9,0.4806121641139961,589.0449339996086,,10.0,,5.566242791756022,0.0,4,25,0.68,,0.2605470441360307,0.0,1,,17,,19,1138515,clefebvre,1970-01-01T01:00:00.000+01:00,2019-01-25T23:43:10.000+01:00
0,,0.0019011406844106464,1,0,0.5,0.0,,1.0,,0.0,,1,2,0.0,,0.5,,0,,,,337,6438895,OzzieIsaacs,1970-01-01T01:00:00.000+01:00,2019-08-12T20:40:37.000+02:00
0,,0.009169665001571943,1,0,0.5,418.0,,3.0,,0.0,,3,4,-0.5,,0.5,,0,,,,44,18683315,KevinNadaud,1970-01-01T01:00:00.000+01:00,2018-05-14T14:15:36.000+02:00
1,,0.009195684158901422,2,0,0.5,418.0,,3.0,,0.0,,5,7,-0.42857142857142855,,0.5,,0,,,,48,3252315,ManuelSchneid3r,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
0,,0.009224443897810733,2,0,0.4268846936997787,0.0,,2.0,,4.813168890226658,,3,5,-0.2,,0.29910321809079693,,0,,,,98,12830969,jD91mZM2,1970-01-01T01:00:00.000+01:00,2017-03-08T07:00:07.000+01:00
0,,0.009230282358732727,2,2,0.42924741743548067,0.0,,2.0,applet; luck; thanks; ,5.040637113320372,0.02228395886869952,0,2,1.0,,0.346507795622662,0.01114197943434976,0,,2,applet; ,0,60858,pavanred,1970-01-01T01:00:00.000+01:00,2018-07-30T09:33:49.000+02:00
0,,0.009224443897810733,3,0,0.40177293216503257,0.0,,2.0,,5.1055037338164135,,4,7,-0.14285714285714285,,0.3241611727123107,,0,,,,202,19730917,jediafr,1970-01-01T01:00:00.000+01:00,2018-05-16T16:26:05.000+02:00
1,,0.009227524387028736,11,1,0.46619593008426324,25.904040404040405,,4.0,installation; sysmonitor@orcus; applet; cinnamon; ,6.509312869951646,0.17806848535669623,8,19,0.15789473684210525,,0.3090023698022587,0.03561369707133925,0,,5,applet; ,1,35196429,cevadoztug,1970-01-01T01:00:00.000+01:00,2018-04-19T09:14:45.000+02:00
0,,0.009224443897810733,1,0,0.5,0.0,,2.0,,0.0,,2,3,-0.3333333333333333,,0.5,,0,,,,82,39480,tve,1970-01-01T01:00:00.000+01:00,2017-12-21T04:35:47.000+01:00
0,,0.0019011406844106464,1,0,0.5,0.0,,1.0,,0.0,,1,2,0.0,,0.5,,0,,,,131,26785112,dekarsun,1970-01-01T01:00:00.000+01:00,2017-03-31T13:56:34.000+02:00
0,,0.009183459277917716,1,1,0.051918272801767806,0.0,,1.0,,6.338487469787552,0.0,0,1,1.0,,0.2231749529570323,0.0,0,,1,,16,10364839,oxben,1970-01-01T01:00:00.000+01:00,2017-12-05T04:51:09.000+01:00
0,,0.009247027741083224,7,0,0.555351055105079,0.0,,3.0,,5.50764765490986,,12,19,-0.2631578947368421,,0.32681658467992863,,0,,,,87,33094503,siewert87,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:44.000+01:00
0,,0.00919407376274036,1,1,0.644542487594242,0.0,,1.0,,5.192480573610864,0.0,0,1,1.0,,0.35605725390712,0.0,0,,1,,52,2486611,paucapo,1970-01-01T01:00:00.000+01:00,2017-01-28T16:05:52.000+01:00
0,,0.009200518734008623,5,0,0.3031846567451659,0.0,,2.0,,5.77244471688541,,10,15,-0.3333333333333333,,0.2783189608259199,,0,,,,121,24835217,gnulinuxnovice,1970-01-01T01:00:00.000+01:00,2018-07-25T02:38:42.000+02:00
0,,0.009229957805907173,2,1,0.3933879244095797,0.0,,1.0,,5.5431967724189635,0.0,0,2,1.0,,0.15943794207301518,0.0,0,,1,,0,14306274,arielandrade,1970-01-01T01:00:00.000+01:00,2017-08-17T10:58:06.000+02:00
0,,0.009229957805907173,1,1,0.5244947700848588,0.0,,1.0,,8.024330776317901,0.0,0,1,1.0,,0.3865096847622972,0.0,0,,1,,0,2378905,VenKamikaze,1970-01-01T01:00:00.000+01:00,2017-08-17T10:58:06.000+02:00
0,,0.0019011406844106464,1,0,0.5,0.0,,1.0,,0.0,,1,2,0.0,,0.5,,0,,,,331,3100053,Hukuta,1970-01-01T01:00:00.000+01:00,2019-06-05T12:33:30.000+02:00
0,,0.0092330419795642,12,1,0.41583759946799115,0.0,,3.0,github; applet; pdf; thread; ,5.732111046223069,0.26716992761437347,13,25,-0.04,24.115,0.25508145756127065,0.06679248190359337,3,4.0,4,github; time; applet; ,274,3049832,mickaelalbertus,1970-01-01T01:00:00.000+01:00,2017-11-19T15:20:49.000+01:00
0,,0.009201324990798674,1,0,0.5,3.188596345175293,,3.0,,0.0,,3,4,-0.5,,0.5,,0,,,,228,3779336,jpachta,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
0,,0.0019011406844106464,1,0,0.5,0.0,,1.0,,0.0,,1,2,0.0,,0.5,,0,,,,192,12084389,renepavlik,1970-01-01T01:00:00.000+01:00,2017-05-16T01:23:25.000+02:00
1,,0.009234503623443326,12,3,0.6451607232827266,514.921536796537,,4.0,,6.048943424230711,0.0,16,28,-0.14285714285714285,,0.23810209938994745,0.0,4,,3,,13,1839541,vitaliis,1970-01-01T01:00:00.000+01:00,2019-11-18T19:27:28.000+01:00
0,,0.009229957805907173,2,0,0.5252670891769482,0.0,,2.0,,4.1872655137339025,,3,5,-0.2,,0.21866557982571255,,0,,,,162,12432962,direc85,1970-01-01T01:00:00.000+01:00,2019-04-29T22:57:54.000+02:00
0,,0.009230769230769232,4,3,0.9137253070092899,40.6222222222222,,3.0,,5.1991574196028285,0.0,0,4,1.0,,0.38854805875810544,0.0,0,,2,,49,35798,willurd,1970-01-01T01:00:00.000+01:00,2019-01-05T09:22:41.000+01:00
3,,0.00925958587604501,198,0,0.49123912733125596,929.1113949827364,,9.0,,5.256844146743053,,234,432,-0.08333333333333333,,0.29764105670099494,,0,,,,276,2996154,eson57,1970-01-01T01:00:00.000+01:00,2019-12-08T16:18:22.000+01:00
0,,0.009199229016996671,2,0,0.47535267601656006,0.0,,2.0,,6.121853589040985,,3,5,-0.2,,0.21145772070437477,,0,,,,127,7684338,deepsidhu1313,1970-01-01T01:00:00.000+01:00,2017-07-12T22:06:07.000+02:00
0,,0.009233853946813001,8,3,0.7660348429265864,1.1234126984126984,,4.0,,5.51035570265429,0.0,6,14,0.14285714285714285,,0.24667643307828016,0.0,4,,3,,238,3267843,MrElectroNick,1970-01-01T01:00:00.000+01:00,2017-07-21T13:41:59.000+02:00
0,,0.009192142031726021,2,2,0.5798623482590436,418.0,,2.0,,7.669400426665263,0.0,0,2,1.0,,0.2646403750664322,0.0,0,,2,,33,34082381,shamoi,1970-01-01T01:00:00.000+01:00,2018-11-11T18:35:53.000+01:00
0,,0.00917415160940831,1,0,0.5,0.0,,2.0,,0.0,,3,4,-0.5,,0.5,,0,,,,3,7092708,devsware,1970-01-01T01:00:00.000+01:00,2019-01-26T23:55:53.000+01:00
0,,0.0019011406844106464,3,0,0.5,0.0,,1.0,,0.0,,3,6,0.0,,0.5,,0,,,,166,10192661,pavreh,1970-01-01T01:00:00.000+01:00,2018-05-10T21:12:50.000+02:00
0,,0.009231905465288036,6,0,0.446126053531947,0.0,,3.0,,5.851377339344087,,12,18,-0.3333333333333333,,0.28822149781182116,,0,,,,92,366599,mscheper,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:44.000+01:00
0,,0.009224443897810733,1,0,0.5,0.0,,2.0,,0.0,,2,3,-0.3333333333333333,,0.5,,0,,,,243,36833664,candrapersada,1970-01-01T01:00:00.000+01:00,2018-06-18T08:34:58.000+02:00
0,,0.009224443897810733,2,0,0.2736593324908373,0.0,,2.0,,7.199160930429408,,3,5,-0.2,,0.2706923149380511,,0,,,,357,10291989,MasterGeekMX,1970-01-01T01:00:00.000+01:00,2019-11-18T19:27:28.000+01:00
13,4.0,0.009262036236614153,113,9,0.39862448143449325,1680.0988930739761,9.736666666666666,14.0,cinnamon; name; applets/desklets; desktopiconsize; ,5.689342986759484,0.7441846694371335,151,264,-0.14393939393939395,,0.2691813786478037,0.021887784395209806,7,,34,author; cinnamon; name; version; ,34,10137,ghost,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
3,,0.009243771458755172,12,7,0.3168024397250558,1060.5019392242016,,8.0,,5.444903304032176,0.0,6,18,0.3333333333333333,,0.31473109215715916,0.0,4,,5,,183,302144,sumo,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
0,,0.009230120079466938,2,2,0.7950475696121798,0.0,,2.0,,6.094410721220992,0.0,0,2,1.0,,0.36145538182013714,0.0,0,,1,,10,8347864,hulygun,1970-01-01T01:00:00.000+01:00,2017-08-17T10:58:06.000+02:00
0,,0.009230931532862117,12,1,0.3100255949509873,420.1666666666666,,6.0,applets; glxspheres64; neurons; optirun; ,5.785962358987198,0.11111397913780367,33,45,-0.4666666666666667,,0.2377004621301961,0.055556989568901836,0,,2,applets; ,19,31387856,melmelissa,1970-01-01T01:00:00.000+01:00,2017-11-01T17:38:59.000+01:00
0,,0.009229957805907173,1,1,0.5,0.0,,1.0,,0.0,,0,1,1.0,,0.5,,0,,,,0,11579683,clockworksimon,1970-01-01T01:00:00.000+01:00,2017-08-17T10:58:06.000+02:00
0,,0.009229957805907173,1,1,0.8142071102602951,0.0,,1.0,,5.006844996695329,0.0,0,1,1.0,,0.15714918056334945,0.0,0,,1,,0,1200846,OrangeShark,1970-01-01T01:00:00.000+01:00,2017-08-17T10:58:06.000+02:00
0,,0.009224443897810733,4,0,0.5028050131297258,0.0,,2.0,,5.619801651158986,,8,12,-0.3333333333333333,,0.21510397219547248,,0,,,,85,44679624,Dzordzik,1970-01-01T01:00:00.000+01:00,2018-11-01T19:45:17.000+01:00
1,,0.009248819674441548,7,0,0.46721613864573375,16.745634920634934,,5.0,,6.597806418633633,,15,22,-0.36363636363636365,,0.2697215700178176,,0,,,,315,2804301,MegaV0lt,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:44.000+01:00
0,,0.009157509157509158,3,1,0.486016386078622,0.0,,2.0,,6.890208881598136,0.0,2,5,0.2,,0.2509344910172299,0.0,1,,1,,99,1839796,patrickathompson,1970-01-01T01:00:00.000+01:00,2019-07-09T19:03:37.000+02:00
0,,0.009157509157509158,1,1,0.38419567503853946,0.0,,1.0,,6.220676889316716,0.0,0,1,1.0,,0.2900585788330768,0.0,0,,1,,23,23234286,caelulum,1970-01-01T01:00:00.000+01:00,2018-08-30T21:51:33.000+02:00
13,,0.009265795975997176,404,30,0.5874515188418099,7425.812273113763,,31.0,,5.656106489764976,0.0,316,720,0.12222222222222222,17.833055555555557,0.2844256915403604,0.0,14,1.0,103,,20,33965039,claudiux,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
0,,0.0019011406844106464,1,0,0.5,0.0,,1.0,,0.0,,1,2,0.0,,0.5,,0,,,,182,3673743,dpmbaltar,1970-01-01T01:00:00.000+01:00,2017-03-09T03:35:07.000+01:00
1,,0.009235640777552996,3,0,0.22014859773568615,838.4829115329114,,6.0,,5.280160623422393,,8,11,-0.45454545454545453,,0.15842444527335553,,0,,,,28,4284284,Zerophase,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:44.000+01:00
0,,0.0019011406844106464,1,0,0.5,0.0,,1.0,,0.0,,1,2,0.0,,0.5,,0,,,,132,28340460,trojan577,1970-01-01T01:00:00.000+01:00,2019-09-30T21:25:35.000+02:00
0,,0.0019011406844106464,1,0,0.5,0.0,,1.0,,0.0,,1,2,0.0,,0.5,,0,,,,72,622825,xss,1970-01-01T01:00:00.000+01:00,2018-08-14T14:39:18.000+02:00
0,,0.0019011406844106464,1,0,0.5,0.0,,1.0,,0.0,,1,2,0.0,,0.5,,0,,,,172,174752,mistergibson,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:44.000+01:00
0,,0.009229957805907173,1,1,0.5,0.0,,1.0,,0.0,,0,1,1.0,,0.5,,0,,,,0,1735589,norbusan,1970-01-01T01:00:00.000+01:00,2017-08-17T10:58:06.000+02:00
9,,0.009267104427028171,84,35,0.4407191980464914,6611.5172636888965,,36.0,effect; hover; photocopy; callback; ,5.945810646919916,0.2890905736847787,5,89,0.8876404494382022,,0.2514616612793809,0.004447547287458134,4,,65,applet; time; cinnamon; issue; ,1,6322481,brownsr,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
0,,0.0019011406844106464,1,0,0.5,0.0,,1.0,,0.0,,1,2,0.0,,0.5,,0,,,,224,52036849,VandenBergh,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
0,,0.009164862788911389,1,1,0.378273457451247,0.0,,1.0,,7.425230992238213,0.0,0,1,1.0,,0.2759183042028661,0.0,0,,1,,4,11026709,wladk,1970-01-01T01:00:00.000+01:00,2017-10-09T07:15:37.000+02:00
0,,0.009229957805907173,3,0,0.5,0.0,,2.0,,0.0,,4,7,-0.14285714285714285,,0.5,,0,,,,144,22007366,Starroma,1970-01-01T01:00:00.000+01:00,2017-11-16T16:45:16.000+01:00
0,,0.009247027741083224,15,1,0.23794958119949072,0.0,,3.0,,5.491656004716544,0.0,23,38,-0.21052631578947367,,0.24702552998374805,0.0,3,,1,,289,26646214,Driglu4it,1970-01-01T01:00:00.000+01:00,2018-04-14T04:01:33.000+02:00
0,,0.0019011406844106464,2,0,0.5,0.0,,1.0,,0.0,,2,4,0.0,,0.5,,0,,,,185,1639672,tux2000,1970-01-01T01:00:00.000+01:00,2018-03-12T22:24:40.000+01:00
0,,0.009197456246386713,3,0,0.23614901540397013,418.0,,3.0,,8.023576715595519,,5,8,-0.25,,0.2809240318945029,,0,,,,47,2002796,mraandtux,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
0,,0.009179766047105313,1,1,0.6780932847377145,0.0,,1.0,,5.044006583658642,0.0,0,1,1.0,,0.2212569085504158,0.0,0,,1,,38,16218313,wudip,1970-01-01T01:00:00.000+01:00,2017-09-15T15:28:34.000+02:00
0,,0.009195684158901422,1,0,0.5,8.666666666666666,,3.0,,0.0,,3,4,-0.5,,0.5,,0,,,,124,4513227,ManIVIctorious,1970-01-01T01:00:00.000+01:00,2018-10-04T04:25:43.000+02:00
0,,0.009229957805907173,1,0,0.5,0.0,,2.0,,0.0,,2,3,-0.3333333333333333,,0.5,,0,,,,301,23720516,al-mission-2016,1970-01-01T01:00:00.000+01:00,2018-01-03T00:36:41.000+01:00
0,,0.009229957805907173,2,1,0.4033181194239943,0.0,,1.0,spice; requests; mint; pull; ,5.958017346525324,0.06294732795441618,0,2,1.0,,0.24283528426864465,0.06294732795441618,0,,1,name; ,0,1238070,SavageTiger,1970-01-01T01:00:00.000+01:00,2017-08-17T10:58:06.000+02:00
3,,0.009244422531739184,215,2,0.4861829998965117,256.6290911467587,,21.0,,5.4634216057411855,0.0,273,488,-0.11885245901639344,9.736666666666666,0.32680851344334283,0.0,1,4.0,1,,10,14066437,giwhub,1970-01-01T01:00:00.000+01:00,2017-09-04T06:19:48.000+02:00
0,,0.009183298640871801,1,1,0.23096529848849326,0.0,,1.0,,3.820889872255544,0.0,0,1,1.0,,0.24769670117409706,0.0,0,,1,,46,5185939,Koutch,1970-01-01T01:00:00.000+01:00,2017-04-10T19:24:48.000+02:00
0,,0.009202131388908364,2,0,0.46411974964355324,0.0,,3.0,,7.19682682671757,,4,6,-0.3333333333333333,,0.2707337776401673,,0,,,,318,10460113,solarjoe,1970-01-01T01:00:00.000+01:00,2018-11-25T16:43:35.000+01:00
0,,0.009236778211759738,1,0,0.5,418.0,,5.0,,0.0,,5,6,-0.6666666666666666,,0.5,,0,,,,35,46035874,jessidevil,1970-01-01T01:00:00.000+01:00,2019-02-10T01:54:31.000+01:00
0,,0.009224443897810733,2,0,0.5,0.0,,2.0,,0.0,,3,5,-0.2,,0.5,,0,,,,297,22385284,snhv,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
7,1.0,0.009241656104773975,110,18,0.42964469615681317,3314.7790511507915,15.34375,19.0,openweathermap; versions; conditions; docs; ,5.766658241198707,0.10434770324283915,84,194,0.13402061855670103,28.266666666666666,0.24577997561938816,0.0020066866008238296,8,1.0,52,conditions; ,3,22377521,Gr3q,1970-01-01T01:00:00.000+01:00,2019-12-08T17:14:43.000+01:00
0,,0.009247353495499622,2,0,0.4287044020243967,39.202777777777776,,4.0,,4.581779911973787,,5,7,-0.42857142857142855,,0.5489160769151376,,0,,,,91,733573,AdamStelmaszczyk,1970-01-01T01:00:00.000+01:00,2017-07-28T14:46:03.000+02:00
